player_name,college,draft_year,draft_round,draft_number,POSTSEASON,ranked_college,CONF
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
Dakari Johnson,Kentucky,2015,2,48,F4,True,SEC
D.J. Wilson,Michigan,2017,1,17,S16,True,B10
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Chris McCullough,Syracuse,2015,1,29,Unranked,False,ACC
Chinanu Onuaku,Louisville,2016,2,37,Unranked,False,BE
Cheick Diallo,Kansas,2016,2,33,E8,True,B12
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Derrick White,Colorado,2017,1,29,Unranked,False,P12
Denzel Valentine,Michigan State,2016,1,14,R64,True,B10
Dennis Smith Jr.,North Carolina State,2017,1,9,Unranked,False,ACC
Demetrius Jackson,Notre Dame,2016,2,45,E8,True,ACC
Delon Wright,Utah,2015,1,20,S16,True,P12
De'Aaron Fox,Kentucky,2017,1,5,E8,True,SEC
Davon Reed,Miami,2017,2,32,Unranked,False,Unranked / Non-NCAA
Darrun Hilliard,Villanova,2015,2,38,R32,True,BE
Dejounte Murray,Washington,2016,1,29,Unranked,False,P12
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Anthony Brown,Stanford,2015,2,34,Unranked,False,P12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Andrew Harrison,Kentucky,2015,2,44,F4,True,SEC
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Allen Crabbe,California,2013,2,31,R32,True,P12
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Alec Peters,Valparaiso,2017,2,54,Unranked,False,Horz
Adreian Payne,Michigan State,2014,1,15,E8,True,B10
Abdel Nader,Iowa State,2016,2,58,S16,True,B12
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Deyonta Davis,Michigan State,2016,2,31,R64,True,B10
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Caleb Swanigan,Purdue,2017,1,26,S16,True,B10
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
Brice Johnson,North Carolina,2016,1,25,2ND,True,ACC
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Dillon Brooks,Oregon,2017,2,45,F4,True,P12
Jaylen Brown,California,2016,1,3,R64,True,P12
Jawun Evans,Oklahoma State,2017,2,39,R64,True,B12
Jarrett Allen,Texas,2017,1,22,Unranked,False,B12
Jarell Martin,Louisiana State,2015,1,25,R64,True,SEC
James Young,Kentucky,2014,1,17,2ND,True,SEC
Jayson Tatum,Duke,2017,1,3,R32,True,ACC
James Ennis III,Cal State-Long Beach,2013,2,50,Unranked,False,Unranked / Non-NCAA
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Jake Layman,Maryland,2016,2,47,S16,True,B10
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
Jabari Parker,Duke,2014,1,2,R64,True,ACC
Jeff Withey,Kansas,2013,2,39,S16,True,B12
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan Bell,Oregon,2017,2,38,F4,True,P12
Jonathan Isaac,Florida State,2017,1,6,R32,True,ACC
Johnny O'Bryant III,Louisiana State,2014,2,36,Unranked,False,SEC
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Joel Bolomboy,Weber State,2016,2,52,R64,True,BSky
Joe Young,Oregon,2015,2,43,R32,True,P12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Jerian Grant,Notre Dame,2015,1,19,E8,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
Jordan Mickey,Louisiana State,2015,2,33,R64,True,SEC
Jabari Bird,California,2017,2,56,Unranked,False,P12
Frank Mason,Kansas,2017,2,34,E8,True,B12
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Dwayne Bacon,Florida State,2017,2,40,R32,True,ACC
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Donovan Mitchell,Louisville,2017,1,13,R32,True,BE
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Elfrid Payton,Louisana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Ivan Rabb,"University of California, Berkeley",2017,2,35,Unranked,False,Unranked / Non-NCAA
Isaiah Whitehead,Seton Hall,2016,2,42,R64,True,BE
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
Ike Anigbogu,UCLA,2017,2,47,S16,True,P12
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
Frank Mason,Kansas,2017,2,34,E8,True,B12
Gary Harris,Michigan State,2014,1,19,E8,True,B10
George King,University of Colorado Boulder,2018,2,59,Unranked,False,Unranked / Non-NCAA
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Grayson Allen,Duke,2018,1,21,E8,True,ACC
Hamidou Diallo,Kentucky,2018,2,45,S16,True,SEC
Harry Giles III,Duke,2017,1,20,R32,True,ACC
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Ike Anigbogu,UCLA,2017,2,47,S16,True,P12
Frank Jackson,Duke,2017,2,31,R32,True,ACC
Donovan Mitchell,Louisville,2017,1,13,R32,True,BE
Donte DiVincenzo,Villanova,2018,1,17,Champions,True,BE
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Dwayne Bacon,Florida State,2017,2,40,R32,True,ACC
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Elfrid Payton,Louisana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Jarred Vanderbilt,Kentucky,2018,2,41,S16,True,SEC
Jarrett Allen,Texas,2017,1,22,Unranked,False,B12
Jawun Evans,Oklahoma State,2017,2,39,R64,True,B12
Jaylen Brown,California,2016,1,3,R64,True,P12
Jayson Tatum,Duke,2017,1,3,R32,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Jerian Grant,Notre Dame,2015,1,19,E8,True,ACC
Jerome Robinson,Boston College,2018,1,13,Unranked,False,Unranked / Non-NCAA
Jevon Carter,West Virginia,2018,2,32,S16,True,B12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Jaron Blossomgame,Clemson,2017,2,59,Unranked,False,ACC
Jaren Jackson Jr.,Michigan State,2018,1,4,R32,True,B10
Jarell Martin,Louisiana State,2015,1,25,R64,True,SEC
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
Ivan Rabb,"University of California, Berkeley",2017,2,35,Unranked,False,Unranked / Non-NCAA
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Jacob Evans,Cincinnati,2018,1,28,R32,True,Amer
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
Jake Layman,Maryland,2016,2,47,S16,True,B10
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Jalen Brunson,Villanova,2018,2,33,Champions,True,BE
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
James Ennis III,Cal State-Long Beach,2013,2,50,Unranked,False,Unranked / Non-NCAA
Jabari Parker,Duke,2014,1,2,R64,True,ACC
Dillon Brooks,Oregon,2017,2,45,F4,True,P12
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Bruce Brown,Miami,2018,2,42,Unranked,False,Unranked / Non-NCAA
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Caleb Swanigan,Purdue,2017,1,26,S16,True,B10
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Zhaire Smith,Texas Tech,2018,1,16,E8,True,B12
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Aaron Holiday,UCLA,2018,1,23,R68,True,P12
Abdel Nader,Iowa State,2016,2,58,S16,True,B12
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Alize Johnson,Missouri State,2018,2,50,Unranked,False,Unranked / Non-NCAA
Allen Crabbe,California,2013,2,31,R32,True,P12
Andrew Harrison,Kentucky,2015,2,44,F4,True,SEC
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Chandler Hutchison,Boise State,2018,1,22,Unranked,False,MWC
Davon Reed,Miami,2017,2,32,Unranked,False,Unranked / Non-NCAA
De'Aaron Fox,Kentucky,2017,1,5,E8,True,SEC
De'Anthony Melton,USC,2018,2,46,Unranked,False,P12
Deandre Ayton,Arizona,2018,1,1,R64,True,P12
Delon Wright,Utah,2015,1,20,S16,True,P12
Demetrius Jackson,Notre Dame,2016,2,45,E8,True,ACC
Dennis Smith Jr.,North Carolina State,2017,1,9,Unranked,False,ACC
Derrick White,Colorado,2017,1,29,Unranked,False,P12
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Devonte' Graham,Kansas,2018,2,34,F4,True,B12
Deyonta Davis,Michigan State,2016,2,31,R64,True,B10
Cheick Diallo,Kansas,2016,2,33,E8,True,B12
Chimezie Metu,USC,2018,2,49,Unranked,False,P12
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Collin Sexton,Alabama,2018,1,8,R32,True,SEC
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
D.J. Wilson,Michigan,2017,1,17,S16,True,B10
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
Damyean Dotson,Houston,2017,2,44,Unranked,False,Amer
Daniel Hamilton,Connecticut,2016,2,56,R32,True,Amer
Sam Dekker,Wisconsin,2015,1,18,2ND,True,B10
Semi Ojeleye,Southern Methodist,2017,2,37,Unranked,False,Unranked / Non-NCAA
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Shai Gilgeous-Alexander,Kentucky,2018,1,11,S16,True,SEC
Shake Milton,Southern Methodist,2018,2,54,Unranked,False,Unranked / Non-NCAA
Sindarius Thornwell,South Carolina,2017,2,48,F4,True,SEC
Skal Labissiere,Kentucky,2016,1,28,R32,True,SEC
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Stanley Johnson,Arizona,2015,1,8,E8,True,P12
Sterling Brown,Southern Methodist,2017,2,46,Unranked,False,Unranked / Non-NCAA
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Svi Mykhailiuk,Kansas,2018,2,47,F4,True,B12
T.J. Warren,North Carolina State,2014,1,14,R64,True,ACC
TJ Leaf,UCLA,2017,1,18,S16,True,P12
Pascal Siakam,New Mexico State,2016,1,27,Unranked,False,WAC
Pat Connaughton,Notre Dame,2015,2,41,E8,True,ACC
Patrick McCaw,UNLV,2016,2,38,Unranked,False,MWC
RJ Hunter,Georgia State,2015,1,28,R32,True,SB
Ray Spalding,Louisville,2018,2,56,Unranked,False,BE
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Richaun Holmes,Bowling Green,2015,2,37,Unranked,False,Unranked / Non-NCAA
Robert Williams III,Texas A&M,2018,1,27,S16,True,SEC
Rodney Hood,Duke,2014,1,23,R64,True,ACC
Rondae Hollis-Jefferson,Arizona,2015,1,23,E8,True,P12
Taurean Prince,Baylor,2016,1,12,R64,True,B12
Tyrone Wallace,California,2016,2,60,R64,True,P12
Tyus Jones,Duke,2015,1,24,Champions,True,ACC
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Vincent Edwards,Purdue,2018,2,52,S16,True,B10
Wade Baldwin IV,Vanderbilt,2016,1,17,R68,True,SEC
Wendell Carter Jr.,Duke,2018,1,7,E8,True,ACC
Wes Iwundu,Kansas State,2017,2,33,R64,True,B12
Willie Cauley-Stein,Kentucky,2015,1,6,F4,True,SEC
Zach Collins,Gonzaga,2017,1,10,2ND,True,WCC
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Tyler Ulis,Kentucky,2016,2,34,R32,True,SEC
Tyler Lydon,Syracuse,2017,1,24,Unranked,False,ACC
Tyler Dorsey,Oregon,2017,2,41,F4,True,P12
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Thomas Bryant,Indiana,2017,2,42,Unranked,False,B10
Thomas Welsh,UCLA,2018,2,58,R68,True,P12
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Tony Bradley,North Carolina,2017,1,28,Champions,True,ACC
Trae Young,Oklahoma,2018,1,5,R64,True,B12
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Troy Brown Jr.,Oregon,2018,1,15,Unranked,False,P12
Tony Snell, ,2013,1,20,Unranked,False,Unranked / Non-NCAA
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Omari Spellman,Villanova,2018,1,30,Champions,True,BE
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kevin Huerter,Maryland,2018,1,19,Unranked,False,B10
Kevin Knox II,Kentucky,2018,1,9,S16,True,SEC
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Khyri Thomas,Creighton,2018,2,38,R64,True,BE
Kostas Antetokounmpo,University of Dayton,2018,2,60,Unranked,False,A10
Kris Dunn,Providence,2016,1,5,R32,True,BE
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kyle Kuzma,Utah,2017,1,27,Unranked,False,P12
Landry Shamet,Wichita State,2018,1,26,R64,True,MVC
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Keita Bates-Diop,Ohio State,2018,2,48,R32,True,B10
Jonathan Isaac,Florida State,2017,1,6,R32,True,ACC
Jordan Bell,Oregon,2017,2,38,F4,True,P12
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan McRae,Tennessee,2014,2,58,S16,True,SEC
Josh Hart,Villanova,2017,1,30,R32,True,BE
Lauri Markkanen,Arizona,2017,1,7,S16,True,P12
Josh Jackson,Kansas,2017,1,4,E8,True,B12
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Justin Jackson,North Carolina,2017,1,15,Champions,True,ACC
Justin Patton,Creighton,2017,1,16,R64,True,BE
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Josh Okogie,Georgia Institute of Technology,2018,1,20,Unranked,False,Unranked / Non-NCAA
Kadeem Allen,Arizona,2017,2,53,S16,True,P12
Lonzo Ball,UCLA,2017,1,2,S16,True,P12
Mikal Bridges,Villanova,2018,1,10,Champions,True,BE
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Miles Bridges,Michigan State,2018,1,12,R32,True,B10
Mo Bamba,University of Texas at Austin,2018,1,6,Unranked,False,Unranked / Non-NCAA
Monte Morris,Iowa State,2017,2,51,R32,True,B12
Montrezl Harrell,Louisville,2015,2,32,E8,True,BE
Moritz Wagner,Michigan,2018,1,25,2ND,True,B10
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Nik Stauskas,Michigan,2014,1,8,E8,True,B10
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Norman Powell,UCLA,2015,2,46,S16,True,P12
Lonnie Walker IV,Miami,2018,1,18,Unranked,False,Unranked / Non-NCAA
OG Anunoby,Indiana,2017,1,23,Unranked,False,B10
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Myles Turner,Texas,2015,1,11,R64,True,B12
Melvin Frazier Jr.,Tulane,2018,2,35,Unranked,False,Unranked / Non-NCAA
Lorenzo Brown,North Carolina State,2013,2,52,R64,True,ACC
Luke Kennard,Duke,2017,1,12,R32,True,ACC
Malachi Richardson,Syracuse,2016,1,22,F4,True,ACC
Malcolm Brogdon,Virginia,2016,2,36,E8,True,ACC
Malik Beasley,Florida State,2016,1,19,Unranked,False,ACC
Malik Monk,Kentucky,2017,1,11,E8,True,SEC
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Marvin Bagley III,Duke,2018,1,2,E8,True,ACC
Marquese Chriss,Washington,2016,1,8,Unranked,False,P12
Markelle Fultz,Washington,2017,1,1,Unranked,False,P12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Jabari Parker,Duke,2014,1,2,R64,True,ACC
James Ennis III,California State-Long Beach,2013,2,50,Unranked,False,Unranked / Non-NCAA
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
Jalen McDaniels,San Diego State,2019,2,52,Unranked,False,MWC
Jalen Brunson,Villanova,2018,2,33,Champions,True,BE
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Jake Layman,Maryland,2016,2,47,S16,True,B10
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
Jacob Evans,Cincinnati,2018,1,28,R32,True,Amer
Jarred Vanderbilt,Kentucky,2018,2,41,S16,True,SEC
Jerian Grant,Notre Dame,2015,1,19,E8,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Jayson Tatum,Duke,2017,1,3,R32,True,ACC
Jaylen Nowell,Washington,2019,2,43,R32,True,P12
Jaylen Brown,California,2016,1,3,R64,True,P12
Jaxson Hayes,Texas-Austin,2019,1,8,Unranked,False,Unranked / Non-NCAA
Jarrett Culver,Texas Tech,2019,1,6,2ND,True,B12
Jarrett Allen,Texas-Austin,2017,1,22,Unranked,False,Unranked / Non-NCAA
Jarrell Brantley,College of Charleston,2019,2,50,Unranked,False,CAA
Jaren Jackson Jr.,Michigan State,2018,1,4,R32,True,B10
Ja Morant,Murray State,2019,1,2,R32,True,OVC
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Gary Trent Jr.,Duke,2018,2,37,E8,True,ACC
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Jerome Robinson,Boston College,2018,1,13,Unranked,False,Unranked / Non-NCAA
Frank Mason,Kansas,2017,2,34,E8,True,B12
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Grant Williams,Tennessee,2019,1,22,S16,True,SEC
J.P. Macura,Xavier,2018,0,0,R32,True,BE
Isaiah Roby,Nebraska-Lincoln,2019,2,45,Unranked,False,Unranked / Non-NCAA
Ignas Brazdeikis,Michigan,2019,2,47,S16,True,B10
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Harry Giles III,Duke,2017,1,20,R32,True,ACC
Hamidou Diallo,Kentucky,2018,2,45,S16,True,SEC
Grayson Allen,Duke,2018,1,21,E8,True,ACC
Jevon Carter,West Virginia,2018,2,32,S16,True,B12
Kostas Antetokounmpo,Dayton,2018,2,60,Unranked,False,A10
Kevin Porter Jr.,Southern California,2019,1,30,Unranked,False,P12
Kevin Knox II,Kentucky,2018,1,9,S16,True,SEC
Kevin Huerter,Maryland,2018,1,19,Unranked,False,B10
Kevin Hervey,Texas-Arlington,2018,2,57,Unranked,False,Unranked / Non-NCAA
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Keldon Johnson,Kentucky,2019,1,29,E8,True,SEC
Keita Bates-Diop,Ohio State,2018,2,48,R32,True,B10
Khyri Thomas,Creighton,2018,2,38,R64,True,BE
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Landry Shamet,Wichita State,2018,1,26,R64,True,MVC
Kyle Kuzma,Utah,2017,1,27,Unranked,False,P12
Kyle Guy,Virginia,2019,2,55,Champions,True,ACC
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kris Dunn,Providence,2016,1,5,R32,True,BE
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Kadeem Allen,Arizona,2017,2,53,S16,True,P12
KZ Okpala,Stanford,2019,2,32,Unranked,False,P12
Jordan McRae,Tennessee,2014,2,58,S16,True,SEC
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan Bone,Tennessee,2019,2,57,S16,True,SEC
Jordan Bell,Oregon,2017,2,38,F4,True,P12
Jonathan Isaac,Florida State,2017,1,6,R32,True,ACC
Jonah Bolden,UCLA,2017,2,36,S16,True,P12
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Joe Chealey,College of Charleston,2018,0,0,R64,True,CAA
Jordan Poole,Michigan,2019,1,28,S16,True,B10
Josh Jackson,Kansas,2017,1,4,E8,True,B12
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
Justin Wright-Foreman,Hofstra,2019,2,53,Unranked,False,Unranked / Non-NCAA
Justin Robinson,Virginia Tech ,2019,0,0,S16,True,ACC
Justin Patton,Creighton,2017,1,16,R64,True,BE
Justin James,Wyoming,2019,2,40,Unranked,False,MWC
Justin Jackson,North Carolina,2017,1,15,Champions,True,ACC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Josh Okogie,Georgia Tech,2018,1,20,Unranked,False,ACC
Josh Hart,Villanova,2017,1,30,R32,True,BE
Frank Jackson,Duke,2017,2,31,R32,True,ACC
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
Bruno Fernando,Maryland,2019,2,34,R32,True,B10
Caleb Swanigan,Purdue,2017,1,26,S16,True,B10
Bruce Brown,Miami,2018,2,42,Unranked,False,Unranked / Non-NCAA
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Brandon Clarke,Gonzaga,2019,1,21,E8,True,WCC
Cam Reddish,Duke,2019,1,10,E8,True,ACC
Cameron Johnson,North Carolina,2019,1,11,S16,True,ACC
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Chimezie Metu,Southern California,2018,2,49,Unranked,False,P12
Cheick Diallo,Kansas,2016,2,33,E8,True,B12
Chasson Randle,Stanford,2015,0,0,Unranked,False,P12
Chandler Hutchison,Boise State,2018,1,22,Unranked,False,MWC
Carsen Edwards,Purdue,2019,2,33,E8,True,B10
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Bol Bol,Oregon,2019,2,44,S16,True,P12
Coby White,North Carolina,2019,1,7,S16,True,ACC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Allonzo Trier,Arizona,2018,0,0,R64,True,P12
Allen Crabbe,California,2013,2,31,R32,True,P12
Alize Johnson,Missouri State,2018,2,50,Unranked,False,Unranked / Non-NCAA
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Amile Jefferson,Duke,2017,0,0,R32,True,ACC
Admiral Schofield,Tennessee,2019,2,42,S16,True,SEC
Abdel Nader,Iowa State,2016,2,58,S16,True,B12
Aaron Holiday,UCLA,2018,1,23,R68,True,P12
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Lauri Markkanen,Arizona,2017,1,7,S16,True,P12
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Cody Martin,Nevada-Reno,2019,2,36,Unranked,False,Unranked / Non-NCAA
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Collin Sexton,Alabama,2018,1,8,R32,True,SEC
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Donte DiVincenzo,Villanova,2018,1,17,Champions,True,BE
Donovan Mitchell,Louisville,2017,1,13,R32,True,BE
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Dillon Brooks,Oregon,2017,2,45,F4,True,P12
Dewan Hernandez,Miami,2019,2,59,Unranked,False,Unranked / Non-NCAA
Devonte' Graham,Kansas,2018,2,34,F4,True,B12
Devon Hall,Virginia,2018,2,53,R64,True,ACC
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Derrick White,Colorado,2017,1,29,Unranked,False,P12
Eric Paschall,Villanova,2019,2,41,R32,True,BE
Eric Mika,Brigham Young,2017,0,0,Unranked,False,Unranked / Non-NCAA
Elfrid Payton,Louisana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Dwayne Bacon,Florida State,2017,2,40,R32,True,ACC
Dusty Hannahs,Arkansas,2017,0,0,R32,True,SEC
Daniel Gafford,Arkansas,2019,2,38,Unranked,False,SEC
Damyean Dotson,Houston,2017,2,44,Unranked,False,Amer
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
D.J. Wilson,Michigan,2017,1,17,S16,True,B10
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Darius Garland,Vanderbilt,2019,1,5,Unranked,False,SEC
Denzel Valentine,Michigan State,2016,1,14,R64,True,B10
Dennis Smith Jr.,North Carolina State,2017,1,9,Unranked,False,ACC
Delon Wright,Utah,2015,1,20,S16,True,P12
Dejounte Murray,Washington,2016,1,29,Unranked,False,P12
Deandre Ayton,Arizona,2018,1,1,R64,True,P12
DeAndre' Bembry,St. Joseph's (PA),2016,1,21,Unranked,False,Unranked / Non-NCAA
De'Anthony Melton,Southern California,2018,2,46,Unranked,False,P12
De'Andre Hunter,Virginia,2019,1,4,Champions,True,ACC
De'Aaron Fox,Kentucky,2017,1,5,E8,True,SEC
Daryl Macon,Arkansas,2018,0,0,R64,True,SEC
Lonzo Ball,UCLA,2017,1,2,S16,True,P12
Sterling Brown,Southern Methodist,2017,2,46,Unranked,False,Unranked / Non-NCAA
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Svi Mykhailiuk,Kansas,2018,2,47,F4,True,B12
T.J. Leaf,UCLA,2017,1,18,S16,True,P12
T.J. McConnell,Arizona,2015,0,0,E8,True,P12
T.J. Warren,North Carolina State,2014,1,14,R64,True,ACC
Talen Horton-Tucker,Iowa State,2019,2,46,R64,True,B12
Taurean Prince,Baylor,2016,1,12,R64,True,B12
Terance Mann,Florida State,2019,2,48,S16,True,ACC
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Thomas Bryant,Indiana,2017,2,42,Unranked,False,B10
